collection_id,loan_id,collector_id,action_date,action_type,outcome,promised_amount,next_action_date,escalation_level,source_system,record_created_at
COL0001264,LOAN0007994,AGENT023,2019-03-15,Outbound Call,Partial Payment,45143.49,2022-10-18,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.261030
COL0001265,LOAN0000649,AGENT013,2023-03-30,Promise to Pay Follow-Up,Paid in Full,19069.84,2023-10-31,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.261062
COL0001266,LOAN0002311,AGENT013,2024-08-10,SMS,Dispute Raised,27361.1,2021-07-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261094
COL0001267,LOAN0016083,AGENT008,2021-08-09,Promise to Pay Follow-Up,Paid in Full,32503.77,2020-07-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261126
COL0001268,LOAN0000035,AGENT017,2019-10-11,Letter,Promise to Pay,21270.65,2021-01-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261159
COL0001269,LOAN0010831,AGENT030,2021-11-30,SMS,No Contact,3685.79,2020-08-15,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.261191
COL0001270,LOAN0013106,AGENT027,2021-01-10,SMS,No Contact,20275.95,2019-04-20,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261224
COL0001271,LOAN0009159,AGENT026,2021-01-22,Outbound Call,No Contact,7433.69,2019-03-01,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.261257
COL0001272,LOAN0013227,AGENT003,2020-04-03,Outbound Call,No Contact,49884.25,2019-05-02,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261289
COL0001273,LOAN0016706,AGENT001,2020-07-25,Email,Paid in Full,27225.6,2020-02-23,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261331
COL0001274,LOAN0005854,AGENT022,2020-06-04,Outbound Call,Partial Payment,4375.41,2022-12-14,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.261364
COL0001275,LOAN0017569,AGENT029,2020-02-27,Outbound Call,Promise to Pay,24412.93,2024-07-11,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.261397
COL0001276,LOAN0011477,AGENT014,2023-08-05,SMS,Dispute Raised,29151.85,2022-07-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261454
COL0001277,LOAN0016061,AGENT020,2022-03-13,Promise to Pay Follow-Up,Relocated,14102.25,2022-08-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261489
COL0001278,LOAN0011014,AGENT002,2023-05-18,SMS,Paid in Full,40153.66,2021-05-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261522
COL0001279,LOAN0017911,AGENT011,2023-04-24,Email,Promise to Pay,10992.63,2020-04-12,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.261554
COL0001280,LOAN0008935,AGENT029,2023-03-18,Field Visit,No Contact,10129.95,2024-12-02,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261601
COL0001281,LOAN0015147,AGENT005,2020-04-07,SMS,Promise to Pay,13585.84,2020-07-09,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.261634
COL0001282,LOAN0008157,AGENT002,2023-08-21,Email,Promise to Pay,6674.64,2021-07-08,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261666
COL0001283,LOAN0000528,AGENT017,2023-03-06,Legal Notice,Dispute Raised,38359.0,2020-05-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261699
COL0001284,LOAN0007742,AGENT009,2022-02-25,Field Visit,No Contact,17673.9,2021-06-05,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261732
COL0001285,LOAN0008194,AGENT003,2022-08-05,Email,No Contact,14245.67,2019-10-24,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.261764
COL0001286,LOAN0001384,AGENT027,2020-01-25,Letter,Promise to Pay,45105.43,2022-11-24,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261797
COL0001287,LOAN0011622,AGENT001,2022-01-10,SMS,Paid in Full,4531.52,2024-09-07,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.261848
COL0001288,LOAN0017398,AGENT027,2024-09-24,SMS,Partial Payment,10061.12,2022-07-21,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.261899
COL0001289,LOAN0014704,AGENT013,2019-02-28,Outbound Call,Agreed Arrangement,4957.21,2023-09-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.261957
COL0001290,LOAN0001485,AGENT026,2022-09-23,SMS,No Contact,28617.49,2022-06-14,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.261990
COL0001291,LOAN0000490,AGENT023,2019-06-27,SMS,Promise to Pay,22335.38,2020-02-23,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.262023
COL0001292,LOAN0000665,AGENT026,2023-07-11,Restructure Offer,Partial Payment,49408.16,2023-11-07,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.262055
COL0001293,LOAN0013927,AGENT015,2020-01-10,SMS,Relocated,6168.32,2021-09-26,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.262087
COL0001294,LOAN0004250,AGENT004,2024-04-19,Outbound Call,Partial Payment,19430.86,2019-11-02,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.262120
COL0001295,LOAN0005177,AGENT010,2022-06-01,Letter,Paid in Full,45011.26,2024-11-22,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.262152
COL0001296,LOAN0009738,AGENT015,2021-11-13,Email,No Contact,16961.34,2024-10-31,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.262184
COL0001297,LOAN0013326,AGENT020,2020-07-17,Outbound Call,Dispute Raised,27977.22,2022-03-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.262216
COL0001298,LOAN0003578,AGENT004,2022-06-29,SMS,No Contact,40828.94,2020-07-31,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.262249
COL0001299,LOAN0000373,AGENT013,2023-05-29,SMS,Partial Payment,33572.15,2019-11-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.262281
COL0001300,LOAN0004303,AGENT021,2023-03-03,Field Visit,Paid in Full,39108.63,2021-10-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.262313
COL0001301,LOAN0013115,AGENT001,2024-05-20,Email,Relocated,36500.52,2020-05-28,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.262354
COL0001302,LOAN0000453,AGENT010,2023-03-05,SMS,Promise to Pay,18531.53,2021-07-21,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.262406
COL0001303,LOAN0015890,AGENT003,2019-12-17,Outbound Call,Relocated,20049.55,2021-02-28,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.262469
COL0001304,LOAN0001756,AGENT021,2020-01-10,Outbound Call,Deceased,38361.82,2019-10-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.262504
COL0001305,LOAN0005360,AGENT016,2024-02-25,Letter,Promise to Pay,42551.89,2021-01-02,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.262537
COL0001306,LOAN0017778,AGENT023,2020-10-15,Letter,Promise to Pay,34358.55,2019-03-12,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.262577
COL0001307,LOAN0009821,AGENT029,2020-08-13,Letter,No Contact,39881.97,2021-07-23,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.262615
COL0001308,LOAN0013629,AGENT008,2024-01-28,Email,Partial Payment,35062.62,2024-04-30,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.262648
COL0001309,LOAN0009257,AGENT003,2022-11-09,SMS,Dispute Raised,10875.39,2024-07-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.262681
COL0001310,LOAN0004183,AGENT029,2019-10-06,Outbound Call,No Contact,45383.26,2023-07-06,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.262713
COL0001311,LOAN0000097,AGENT026,2022-01-21,Email,Deceased,19383.29,2024-05-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.262745
COL0001312,LOAN0000162,AGENT020,2022-12-22,Email,Promise to Pay,18208.91,2020-10-24,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.262778
COL0001313,LOAN0003269,AGENT024,2024-02-08,Email,Dispute Raised,8115.13,2022-03-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.262811
COL0001314,LOAN0017562,AGENT002,2023-09-19,Letter,Promise to Pay,34183.94,2020-11-23,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.262844
COL0001315,LOAN0006170,AGENT006,2024-06-17,Letter,No Contact,8764.56,2019-05-13,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.262876
COL0001316,LOAN0012525,AGENT005,2020-09-14,Outbound Call,Promise to Pay,6230.92,2022-05-04,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.262909
COL0001317,LOAN0011640,AGENT004,2020-02-07,Email,Promise to Pay,23386.07,2024-02-01,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.262956
COL0001318,LOAN0010404,AGENT023,2024-03-26,Email,Paid in Full,40137.35,2023-12-22,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.263007
COL0001319,LOAN0006897,AGENT015,2020-08-06,SMS,Agreed Arrangement,12973.95,2020-07-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263045
COL0001320,LOAN0003712,AGENT030,2022-04-04,Restructure Offer,Promise to Pay,29372.69,2024-04-18,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.263077
COL0001321,LOAN0014727,AGENT010,2024-09-07,Restructure Offer,Partial Payment,16291.57,2023-08-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263110
COL0001322,LOAN0011827,AGENT022,2022-10-14,Outbound Call,Promise to Pay,35989.95,2023-08-15,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263143
COL0001323,LOAN0002100,AGENT016,2022-06-30,Letter,Dispute Raised,38188.48,2021-07-06,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.263177
COL0001324,LOAN0016211,AGENT002,2022-05-22,Outbound Call,Relocated,25086.0,2019-01-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263212
COL0001325,LOAN0010307,AGENT025,2023-05-20,SMS,No Contact,23453.13,2024-04-29,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263245
COL0001326,LOAN0012812,AGENT020,2022-03-26,Legal Notice,Deceased,30581.28,2021-04-04,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.263277
COL0001327,LOAN0014713,AGENT010,2023-01-17,Outbound Call,Dispute Raised,7740.52,2020-04-30,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.263310
COL0001328,LOAN0003503,AGENT028,2020-10-15,Outbound Call,Promise to Pay,4185.21,2020-12-01,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.263345
COL0001329,LOAN0003549,AGENT003,2023-09-21,Legal Notice,No Contact,1831.52,2023-09-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263378
COL0001330,LOAN0016012,AGENT008,2021-06-12,Email,Paid in Full,31619.61,2019-07-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263410
COL0001331,LOAN0016116,AGENT011,2023-11-05,Letter,Partial Payment,26794.67,2022-11-24,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.263466
COL0001332,LOAN0004665,AGENT013,2019-08-13,Outbound Call,Dispute Raised,31085.65,2023-05-07,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.263500
COL0001333,LOAN0010724,AGENT001,2022-03-09,SMS,Paid in Full,27048.67,2024-03-27,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.263532
COL0001334,LOAN0009695,AGENT008,2022-01-10,SMS,No Contact,33001.57,2020-04-02,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263564
COL0001335,LOAN0014911,AGENT019,2019-05-09,Email,No Contact,10991.95,2023-08-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263607
COL0001336,LOAN0004476,AGENT008,2020-02-03,Outbound Call,Partial Payment,49012.96,2020-12-05,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.263640
COL0001337,LOAN0014181,AGENT003,2020-04-17,Promise to Pay Follow-Up,Promise to Pay,28129.24,2023-04-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263673
COL0001338,LOAN0011838,AGENT029,2024-07-04,Outbound Call,Promise to Pay,36370.12,2022-06-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263705
COL0001339,LOAN0006561,AGENT029,2020-08-07,SMS,Agreed Arrangement,24908.89,2024-12-06,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.263737
COL0001340,LOAN0010571,AGENT017,2021-10-02,Letter,No Contact,48926.84,2020-10-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263769
COL0001341,LOAN0011834,AGENT003,2021-09-26,Outbound Call,No Contact,27712.62,2021-08-17,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.263802
COL0001342,LOAN0010725,AGENT017,2020-06-30,Promise to Pay Follow-Up,No Contact,19847.33,2021-04-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263834
COL0001343,LOAN0012251,AGENT011,2024-04-19,Email,Paid in Full,47904.6,2023-06-05,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.263867
COL0001344,LOAN0008871,AGENT016,2021-02-21,Outbound Call,No Contact,15144.5,2024-03-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.263899
COL0001345,LOAN0002956,AGENT014,2021-07-07,Outbound Call,Paid in Full,23294.09,2023-09-30,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.263932
COL0001346,LOAN0008793,AGENT020,2020-07-02,SMS,No Contact,1982.25,2022-08-17,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.263964
COL0001347,LOAN0003171,AGENT021,2020-12-27,Field Visit,Promise to Pay,46579.64,2021-08-29,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.263996
COL0001348,LOAN0001756,AGENT030,2021-10-03,SMS,No Contact,20979.64,2021-04-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264031
COL0001349,LOAN0003584,AGENT015,2019-09-17,Outbound Call,Partial Payment,38840.61,2024-08-05,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.264078
COL0001350,LOAN0016789,AGENT028,2024-01-02,Outbound Call,Promise to Pay,32114.34,2020-07-20,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264114
COL0001351,LOAN0015616,AGENT002,2024-07-13,Email,No Contact,27520.68,2024-01-08,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264147
COL0001352,LOAN0003856,AGENT022,2023-06-21,Email,Partial Payment,31005.87,2022-02-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264179
COL0001353,LOAN0006218,AGENT011,2022-11-16,SMS,Partial Payment,34574.8,2023-09-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264211
COL0001354,LOAN0000388,AGENT014,2020-09-05,Promise to Pay Follow-Up,Partial Payment,42242.25,2024-12-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264244
COL0001355,LOAN0002467,AGENT016,2019-10-01,SMS,Promise to Pay,28325.56,2021-02-07,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.264276
COL0001356,LOAN0013125,AGENT027,2021-08-27,Email,Promise to Pay,43250.2,2020-03-21,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.264308
COL0001357,LOAN0005859,AGENT026,2023-05-11,Email,No Contact,23486.57,2021-02-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264343
COL0001358,LOAN0013326,AGENT023,2022-12-04,Promise to Pay Follow-Up,Partial Payment,45016.4,2019-11-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264376
COL0001359,LOAN0012753,AGENT021,2023-06-19,Email,Promise to Pay,32338.12,2022-06-15,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264409
COL0001360,LOAN0009695,AGENT012,2024-10-03,Letter,No Contact,31529.91,2023-11-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264470
COL0001361,LOAN0003256,AGENT009,2020-04-30,Promise to Pay Follow-Up,Promise to Pay,7778.62,2020-02-20,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.264505
COL0001362,LOAN0016935,AGENT016,2024-02-22,Letter,No Contact,38212.06,2022-08-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264538
COL0001363,LOAN0003758,AGENT013,2024-12-13,SMS,No Contact,9980.15,2022-05-12,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.264576
COL0001364,LOAN0017638,AGENT011,2021-09-30,Outbound Call,Paid in Full,13171.09,2019-11-07,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.264614
COL0001365,LOAN0017356,AGENT026,2024-04-25,Outbound Call,Agreed Arrangement,12966.1,2024-03-04,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.264648
COL0001366,LOAN0013093,AGENT002,2019-07-05,SMS,Agreed Arrangement,49586.38,2022-04-27,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264680
COL0001367,LOAN0001205,AGENT002,2022-05-02,Letter,Paid in Full,46040.17,2019-08-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264713
COL0001368,LOAN0009389,AGENT015,2023-08-05,Letter,No Contact,22133.2,2022-02-03,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.264745
COL0001369,LOAN0002622,AGENT006,2019-06-08,Letter,No Contact,7833.58,2022-12-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264778
COL0001370,LOAN0014622,AGENT024,2020-10-21,SMS,Promise to Pay,18169.58,2024-03-19,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264811
COL0001371,LOAN0004904,AGENT026,2023-11-02,Outbound Call,Dispute Raised,42817.18,2021-12-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264843
COL0001372,LOAN0003333,AGENT024,2023-06-07,Email,Promise to Pay,39520.49,2024-08-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264874
COL0001373,LOAN0012473,AGENT004,2020-06-16,Outbound Call,Partial Payment,1450.74,2019-11-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264907
COL0001374,LOAN0012264,AGENT008,2023-09-20,Outbound Call,No Contact,13693.39,2022-01-28,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.264939
COL0001375,LOAN0010488,AGENT016,2023-10-04,Email,No Contact,37268.97,2021-07-31,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.264972
COL0001376,LOAN0016895,AGENT019,2024-01-21,SMS,Promise to Pay,22385.6,2021-09-15,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265004
COL0001377,LOAN0012664,AGENT026,2022-09-10,Restructure Offer,No Contact,1311.8,2024-08-15,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.265037
COL0001378,LOAN0002248,AGENT022,2019-09-17,Outbound Call,Deceased,40803.74,2022-02-15,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.265069
COL0001379,LOAN0000641,AGENT028,2020-11-16,Email,Dispute Raised,42566.54,2020-10-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265102
COL0001380,LOAN0010292,AGENT028,2022-09-27,Outbound Call,Promise to Pay,17711.38,2024-02-07,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.265144
COL0001381,LOAN0014789,AGENT024,2020-11-25,Letter,No Contact,27299.88,2019-12-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.265187
COL0001382,LOAN0003666,AGENT017,2020-12-05,Outbound Call,Partial Payment,6927.22,2021-06-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265219
COL0001383,LOAN0007162,AGENT002,2023-08-03,Outbound Call,Promise to Pay,26925.13,2021-11-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265252
COL0001384,LOAN0005871,AGENT001,2020-12-20,Outbound Call,Paid in Full,48448.09,2021-03-07,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.265285
COL0001385,LOAN0000759,AGENT018,2020-10-12,Letter,Partial Payment,24225.87,2021-05-29,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265318
COL0001386,LOAN0010605,AGENT030,2020-04-10,Restructure Offer,Partial Payment,19093.12,2021-09-10,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.265353
COL0001387,LOAN0007728,AGENT025,2020-06-11,Email,Partial Payment,41770.69,2024-05-12,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.265385
COL0001388,LOAN0003802,AGENT027,2023-08-05,SMS,Promise to Pay,40853.3,2021-04-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265432
COL0001389,LOAN0004537,AGENT014,2020-06-30,Email,Promise to Pay,40467.97,2022-04-23,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.265475
COL0001390,LOAN0016631,AGENT026,2019-12-03,Restructure Offer,Partial Payment,13221.88,2020-05-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265508
COL0001391,LOAN0012897,AGENT015,2024-09-07,Letter,Promise to Pay,17055.76,2019-12-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265540
COL0001392,LOAN0014620,AGENT016,2021-05-23,Email,Partial Payment,16849.46,2020-12-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265581
COL0001393,LOAN0013720,AGENT007,2019-02-06,Letter,No Contact,14113.65,2024-05-12,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265618
COL0001394,LOAN0007554,AGENT013,2019-11-15,SMS,Partial Payment,13975.46,2020-08-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265651
COL0001395,LOAN0004787,AGENT026,2020-10-17,Email,Promise to Pay,5896.18,2022-12-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265686
COL0001396,LOAN0007792,AGENT011,2021-12-04,Restructure Offer,Promise to Pay,24089.18,2019-09-16,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.265720
COL0001397,LOAN0006901,AGENT005,2019-05-10,Promise to Pay Follow-Up,No Contact,15666.77,2021-07-06,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.265753
COL0001398,LOAN0002732,AGENT028,2019-07-03,Field Visit,Partial Payment,49221.36,2020-05-12,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.265786
COL0001399,LOAN0009817,AGENT023,2022-05-19,Outbound Call,No Contact,38557.98,2021-07-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.265820
COL0001400,LOAN0004235,AGENT018,2022-11-17,Outbound Call,Paid in Full,26647.37,2022-03-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265852
COL0001401,LOAN0012981,AGENT003,2024-10-25,SMS,Promise to Pay,22650.89,2020-10-09,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.265885
COL0001402,LOAN0000420,AGENT020,2019-12-20,Outbound Call,Promise to Pay,23550.86,2020-12-29,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.265917
COL0001403,LOAN0011014,AGENT026,2023-06-15,Email,Partial Payment,6076.75,2024-09-20,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.265949
COL0001404,LOAN0013326,AGENT012,2024-10-29,Field Visit,Partial Payment,35906.51,2021-10-19,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.265982
COL0001405,LOAN0013190,AGENT014,2021-02-22,Field Visit,Promise to Pay,298.94,2022-10-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.266014
COL0001406,LOAN0001923,AGENT027,2021-09-14,SMS,No Contact,33214.28,2020-08-06,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.266047
COL0001407,LOAN0014746,AGENT010,2020-01-11,SMS,Promise to Pay,26335.96,2024-09-04,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.266080
COL0001408,LOAN0006518,AGENT011,2021-07-28,Outbound Call,Promise to Pay,30381.97,2023-04-30,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.266111
COL0001409,LOAN0009918,AGENT003,2023-01-20,Letter,No Contact,43093.5,2023-09-26,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.266144
COL0001410,LOAN0004665,AGENT007,2023-06-28,SMS,Promise to Pay,13504.69,2023-11-22,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.266176
COL0001411,LOAN0000169,AGENT001,2022-11-28,Outbound Call,Dispute Raised,38906.01,2021-08-24,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.266215
COL0001412,LOAN0014031,AGENT018,2020-01-03,Outbound Call,Promise to Pay,25864.73,2024-12-05,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.266258
COL0001413,LOAN0012590,AGENT004,2024-09-29,Outbound Call,No Contact,41664.18,2024-06-14,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.266291
COL0001414,LOAN0001681,AGENT020,2019-12-10,Email,Partial Payment,40634.37,2024-12-22,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.266326
COL0001415,LOAN0011557,AGENT013,2024-02-07,SMS,Agreed Arrangement,19048.68,2022-10-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.266359
COL0001416,LOAN0004613,AGENT012,2023-10-29,Letter,Paid in Full,39971.73,2019-05-23,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.266393
COL0001417,LOAN0015272,AGENT020,2024-11-08,Outbound Call,Partial Payment,25863.25,2019-03-21,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.266451
COL0001418,LOAN0014713,AGENT013,2019-12-01,Promise to Pay Follow-Up,Relocated,34033.0,2021-02-01,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.266487
COL0001419,LOAN0009487,AGENT004,2020-03-05,Outbound Call,No Contact,25233.39,2023-04-25,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.266520
COL0001420,LOAN0013203,AGENT025,2022-04-17,Legal Notice,Partial Payment,45304.23,2019-11-13,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.266552
COL0001421,LOAN0002865,AGENT023,2022-02-14,SMS,Dispute Raised,5197.93,2020-10-17,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.266595
COL0001422,LOAN0002889,AGENT018,2021-05-02,Outbound Call,Partial Payment,24376.18,2022-10-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.266628
COL0001423,LOAN0005434,AGENT020,2021-04-07,Legal Notice,No Contact,4748.17,2024-09-05,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.266660
COL0001424,LOAN0017930,AGENT012,2019-03-08,SMS,Promise to Pay,35575.87,2024-11-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.266693
COL0001425,LOAN0015133,AGENT021,2023-04-29,Email,No Contact,37942.38,2023-02-16,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.266725
COL0001426,LOAN0004213,AGENT006,2020-04-28,Outbound Call,No Contact,44007.49,2022-11-11,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.266758
